Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;3.54;4.30;6.21;5.90;—;3.07
Price/Earnings;—;—;—;—;—;—;—;71.82;—;—;152.82;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;120.60;—;100.52;77.94;—;17.36
Price/Book;—;—;—;—;—;—;—;3.06;3.49;6.01;5.14;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;33.22;92.59;88.50;99.01;—;—
PEG Ratio;—;—;—;—;—;—;—;1.11;—;—;—;—;—
Earnings Yield %;—;—;—;—;—;—;—;1.39;-0.10;-2.21;-1.37;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;0.50;0.63;1.19;1.40;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;28.42;491.35;—;411.15;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;19.19;62.41;—;52.22;—;—
