Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.85;1.00;1.25;1.34;1.17;0.82;1.08;0.85;0.91;0.88;1.22;0.89;3.07
Price/Earnings;19.27;20.73;23.48;29.03;20.31;21.72;18.67;16.68;20.16;19.72;34.51;19.58;25.84
Price/Cash Flow;12.42;22.36;13.48;19.73;15.79;23.32;19.63;16.60;27.21;11.13;16.46;19.13;17.36
Price/Book;4.61;4.27;4.97;5.31;4.54;3.62;3.87;2.86;3.72;3.21;3.99;3.39;4.27
Price/Forward Earnings;12.08;14.93;16.10;18.21;15.17;22.47;16.16;11.96;15.04;18.35;22.57;17.30;—
PEG Ratio;0.77;0.52;1.63;1.92;2.35;24.45;2.85;1.85;1.94;3.12;1.21;5.41;—
Earnings Yield %;5.19;4.82;4.26;3.45;4.92;4.60;5.36;5.99;4.96;5.07;2.90;5.46;—
Enterprise Value (Bil);7.61;9.23;10.45;13.69;14.77;14.54;17.71;16.42;24.30;23.86;30.76;19.14;—
Enterprise Value/EBIT;13.62;13.89;14.59;17.71;14.90;15.69;14.07;11.57;17.15;20.42;26.69;15.44;—
Enterprise Value/EBITDA;11.39;11.05;11.61;13.40;11.57;11.22;10.72;8.81;13.08;14.53;18.50;11.41;—
