Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.85;2.55;2.98;3.70;3.82;3.52;3.44;1.82;1.77;0.96;1.71;2.12;3.07
Price/Earnings;—;75.43;34.78;—;141.60;—;—;—;59.00;—;55.20;70.52;25.84
Price/Cash Flow;6.84;7.10;8.93;10.89;9.94;8.91;8.51;4.93;4.73;3.05;5.57;5.56;17.36
Price/Book;0.82;1.08;1.34;1.52;1.50;1.46;1.32;0.70;0.72;0.43;0.69;0.85;4.27
Price/Forward Earnings;-142.86;20.70;22.99;—;—;54.35;86.96;—;-147.06;-17.30;—;46.24;—
PEG Ratio;—;0.87;0.97;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-9.28;1.33;2.88;-0.41;0.71;-0.46;-1.32;-3.82;1.69;-21.50;-3.95;-5.80;—
Enterprise Value (Bil);1.38;1.30;1.36;1.45;1.43;1.44;1.34;1.07;1.05;0.94;1.01;1.13;—
Enterprise Value/EBIT;38.34;20.03;19.11;31.60;29.93;35.87;33.86;39.00;26.45;159.65;42.05;48.32;—
Enterprise Value/EBITDA;17.44;11.85;11.92;16.60;16.55;17.78;16.85;15.79;13.05;15.92;14.44;15.45;—
