Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.09;0.11;0.17;0.12;0.11;0.16;0.21;0.16;0.16;0.17;0.20;0.17;3.07
Price/Earnings;9.32;11.83;18.17;27.84;17.26;6.49;15.24;13.50;12.10;—;8.36;15.89;25.84
Price/Cash Flow;10.73;9.39;14.49;—;16.50;16.81;26.25;12.01;8.39;3.29;4.76;12.74;17.36
Price/Book;0.77;0.78;1.13;0.79;0.72;0.84;0.97;0.72;0.68;0.69;0.74;0.77;4.27
Price/Forward Earnings;7.66;8.29;12.59;12.33;11.31;—;13.83;9.13;11.29;12.99;15.48;13.13;—
PEG Ratio;0.51;0.55;0.84;0.82;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.72;8.45;5.50;3.59;5.79;15.42;6.56;7.41;8.27;-9.78;11.96;5.66;—
Enterprise Value (Bil);0.51;0.57;0.91;0.68;0.65;0.86;1.05;0.79;0.94;0.65;0.74;0.83;—
Enterprise Value/EBIT;7.84;7.93;17.96;25.45;15.42;5.39;13.92;10.96;16.26;—;6.12;10.52;—
Enterprise Value/EBITDA;5.24;6.06;12.44;14.19;10.10;4.74;10.81;8.08;8.93;—;4.46;13.00;—
