Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.42;4.10;4.41;4.49;4.38;5.06;5.60;5.81;6.04;6.08;7.19;5.56;1.45
Price/Earnings;17.92;17.86;20.29;19.77;19.89;23.66;24.84;23.39;24.61;50.70;72.31;28.60;20.35
Price/Cash Flow;16.24;19.72;24.61;25.74;18.57;20.83;21.55;22.92;23.93;30.81;27.11;22.61;9.77
Price/Book;6.49;7.13;7.15;6.74;6.09;6.22;6.46;6.89;8.96;10.49;12.02;7.69;1.85
Price/Forward Earnings;—;9.43;11.95;18.83;20.70;20.45;22.78;22.47;23.58;27.62;28.09;22.31;—
PEG Ratio;—;0.30;1.60;3.38;3.78;2.78;3.10;3.26;3.57;1.24;1.31;3.29;—
Earnings Yield %;5.58;5.60;4.93;5.06;5.03;4.23;4.03;4.27;4.06;1.97;1.38;3.92;—
Enterprise Value (Bil);48.48;64.10;70.25;70.80;76.32;72.32;85.30;85.14;101.30;89.96;109.19;86.35;—
Enterprise Value/EBIT;13.55;14.06;16.16;17.42;16.21;18.70;18.86;18.50;18.25;31.06;40.45;20.55;—
Enterprise Value/EBITDA;12.13;12.69;14.55;14.54;14.39;16.37;17.30;16.53;16.92;18.23;22.93;16.82;—
