Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.65;0.60;0.54;0.66;1.03;1.12;1.61;0.99;1.06;0.82;0.99;1.12;1.50
Price/Earnings;19.66;17.80;15.92;17.44;19.16;17.64;22.30;17.53;19.01;21.83;21.43;19.19;24.83
Price/Cash Flow;8.94;10.67;9.45;10.94;8.42;7.88;22.39;10.95;22.10;5.19;6.56;12.84;11.13
Price/Book;1.58;1.66;1.68;1.56;1.94;2.12;2.91;2.17;2.41;1.61;1.52;2.22;1.87
Price/Forward Earnings;13.99;15.31;13.95;14.97;15.02;—;18.62;14.16;—;13.51;13.35;—;—
PEG Ratio;1.76;1.43;1.30;1.40;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.09;5.62;6.28;5.74;5.22;5.67;4.48;5.71;5.26;4.58;4.67;5.28;—
Enterprise Value (Bil);1.45;1.96;2.05;2.18;3.45;3.81;6.02;5.08;6.60;4.16;4.15;5.10;—
Enterprise Value/EBIT;15.09;12.63;12.82;13.20;15.93;12.71;17.41;13.68;16.02;14.83;14.62;14.83;—
Enterprise Value/EBITDA;10.08;9.04;9.16;9.35;11.65;9.31;12.85;9.91;11.73;8.28;8.77;10.47;—
