Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;6.30;3.46;5.03;4.03;4.61;4.17;7.33;4.50;3.07
Price/Earnings;—;—;—;—;40.33;38.15;115.38;—;—;454.25;153.36;164.94;25.84
Price/Cash Flow;—;—;—;—;32.08;16.99;20.59;25.55;28.00;18.95;30.75;23.04;17.36
Price/Book;—;—;—;—;3.60;2.09;3.31;3.08;4.33;4.14;7.21;3.66;4.27
Price/Forward Earnings;—;—;—;—;26.04;31.25;39.53;32.26;—;—;31.15;31.82;—
PEG Ratio;—;—;—;—;—;1.95;—;2.69;—;—;—;—;—
Earnings Yield %;—;—;—;—;2.48;2.62;0.87;-0.49;-0.32;0.22;0.65;0.51;—
Enterprise Value (Bil);—;—;—;—;2.15;1.07;1.91;3.02;3.80;3.67;6.09;2.88;—
Enterprise Value/EBIT;—;—;—;—;18.56;14.97;58.46;—;69.54;59.22;71.11;59.29;—
Enterprise Value/EBITDA;—;—;—;—;15.81;10.23;23.08;36.10;23.32;20.89;30.30;23.15;—
