Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.70;1.61;1.95;1.80;1.36;1.41;1.35;1.44;1.65;1.88;1.99;1.48;3.01
Price/Earnings;21.13;21.26;23.03;22.15;17.79;20.81;27.99;22.29;19.81;35.14;31.39;23.69;25.53
Price/Cash Flow;20.00;17.65;18.43;19.51;13.20;15.47;13.39;14.84;17.33;20.76;20.16;15.42;17.03
Price/Book;4.98;4.51;5.35;5.06;5.32;6.69;7.53;8.14;9.71;9.03;12.71;8.15;4.19
Price/Forward Earnings;18.25;17.06;19.01;18.59;17.09;19.65;21.01;15.70;18.02;22.83;22.42;18.90;—
PEG Ratio;1.23;1.31;1.49;1.46;1.89;2.53;2.83;1.15;2.39;3.36;1.72;2.08;—
Earnings Yield %;4.73;4.70;4.34;4.52;5.62;4.81;3.57;4.49;5.05;2.85;3.19;4.38;—
Enterprise Value (Bil);13.30;14.17;17.60;17.33;14.12;15.83;15.50;17.49;20.08;22.99;24.90;17.77;—
Enterprise Value/EBIT;12.74;12.50;13.51;12.95;10.87;13.52;16.32;15.98;14.34;24.22;20.06;16.16;—
Enterprise Value/EBITDA;11.20;10.96;11.93;11.25;9.26;11.21;12.75;12.90;12.27;20.10;17.52;13.28;—
