Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.45;1.25;1.54;1.58;1.68;2.69;2.44;2.12;2.14;2.07;3.17;2.21;3.07
Price/Earnings;9.31;9.81;10.53;11.85;—;—;—;12.47;8.88;—;14.21;12.30;25.84
Price/Cash Flow;5.18;5.22;5.45;4.77;6.48;13.70;11.22;6.34;6.22;7.10;14.88;8.54;17.36
Price/Book;1.42;1.47;1.69;1.54;1.31;1.72;2.12;2.22;2.01;1.39;1.96;1.89;4.27
Price/Forward Earnings;8.82;9.43;10.76;21.32;151.52;2,500.00;36.36;11.42;16.95;43.48;18.59;161.41;—
PEG Ratio;1.84;1.41;3.15;9.82;—;—;—;—;—;—;6.19;—;—
Earnings Yield %;10.75;10.19;9.50;8.44;-1.80;-11.29;-3.66;8.02;11.26;-2.78;-0.25;1.14;—
Enterprise Value (Bil);113.88;88.86;104.40;100.44;80.19;86.49;74.93;79.30;75.42;50.77;96.20;73.39;—
Enterprise Value/EBIT;4.97;5.38;6.33;7.49;—;—;—;8.13;6.27;172.68;79.25;1.97;—
Enterprise Value/EBITDA;3.66;3.85;4.38;4.70;10.27;190.93;15.34;5.04;4.13;8.81;13.34;49.85;—
