Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.75;0.66;0.78;0.75;1.04;1.33;1.35;0.86;0.93;1.12;1.24;1.17;1.50
Price/Earnings;12.69;13.89;18.46;17.64;23.24;29.94;27.78;14.73;15.47;26.47;28.53;23.35;24.83
Price/Cash Flow;14.63;8.62;11.31;10.87;18.22;13.93;14.75;13.44;10.64;9.72;8.91;12.92;11.13
Price/Book;2.08;2.10;2.44;2.28;2.83;4.30;4.86;3.12;3.14;3.29;3.45;3.83;1.87
Price/Forward Earnings;10.85;10.62;13.83;13.59;17.27;16.21;16.21;12.09;14.08;19.34;18.62;17.34;—
PEG Ratio;1.05;1.48;1.93;1.89;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.88;7.20;5.42;5.67;4.30;3.34;3.60;6.79;6.47;3.78;3.50;4.59;—
Enterprise Value (Bil);3.16;3.35;3.72;3.54;5.09;6.95;9.71;7.59;9.01;9.56;10.05;8.88;—
Enterprise Value/EBIT;8.90;9.09;10.65;11.21;14.06;18.71;22.13;13.08;13.71;20.86;20.83;18.01;—
Enterprise Value/EBITDA;6.68;7.02;8.09;8.22;10.36;13.52;16.55;10.03;10.21;12.78;13.29;12.95;—
