Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;6.15;7.01;12.51;20.37;53.13;42.25;—;3.07
Price/Earnings;—;—;—;—;—;—;18.00;80.04;126.72;273.38;156.37;—;25.84
Price/Cash Flow;—;—;—;—;—;38.13;45.25;83.64;90.50;185.74;88.49;—;17.36
Price/Book;—;—;—;—;—;7.43;8.85;15.11;22.07;45.54;33.62;—;4.27
Price/Forward Earnings;—;—;—;—;—;32.57;26.60;40.82;75.76;192.31;175.44;82.64;—
PEG Ratio;—;—;—;—;—;—;—;3.27;3.04;7.67;11.80;—;—
Earnings Yield %;—;—;—;—;—;-2.07;5.55;1.25;0.79;0.37;0.64;0.87;—
Enterprise Value (Bil);—;—;—;—;—;0.99;1.77;4.92;11.70;37.67;36.06;11.13;—
Enterprise Value/EBIT;—;—;—;—;—;27.14;29.42;58.81;107.86;416.63;255.32;114.72;—
Enterprise Value/EBITDA;—;—;—;—;—;24.89;26.62;52.45;91.82;320.31;207.95;94.56;—
