Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.33;1.88;2.41;2.91;3.49;4.20;5.64;5.03;6.92;7.76;7.58;5.85;3.07
Price/Earnings;19.40;—;27.28;30.46;31.83;28.93;44.99;182.03;40.05;53.04;68.96;60.96;25.84
Price/Cash Flow;15.85;15.66;21.60;17.60;24.66;18.13;27.27;29.94;41.44;50.04;34.47;32.34;17.36
Price/Book;1.29;1.64;2.08;2.40;2.82;3.27;4.55;4.74;6.12;5.94;5.63;4.93;4.27
Price/Forward Earnings;13.53;22.78;15.65;17.33;18.35;20.08;25.91;23.15;29.50;33.11;32.05;27.26;—
PEG Ratio;1.20;2.76;1.90;2.11;—;—;2.14;1.79;—;5.40;3.37;—;—
Earnings Yield %;5.16;-6.27;3.67;3.28;3.14;3.46;2.22;0.55;2.50;1.89;1.45;2.08;—
Enterprise Value (Bil);3.11;3.55;4.52;5.54;6.26;7.63;12.44;13.69;19.30;21.08;21.15;14.86;—
Enterprise Value/EBIT;13.51;—;19.08;20.47;22.46;23.10;36.21;46.52;45.83;47.11;57.05;40.34;—
Enterprise Value/EBITDA;9.63;—;13.84;14.57;16.27;17.07;25.92;27.40;30.41;31.39;35.15;26.79;—
