Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.45;0.42;0.66;0.88;0.85;0.91;2.02;0.78;0.82;0.98;0.82;1.06;1.50
Price/Earnings;15.27;14.42;21.56;26.26;21.69;24.19;58.66;35.15;47.12;32.27;31.14;39.84;24.83
Price/Cash Flow;3.41;3.11;4.62;7.38;13.33;5.50;16.60;5.42;4.53;7.91;6.36;7.32;11.13
Price/Book;1.20;1.23;1.91;2.67;2.60;2.95;6.82;3.00;4.35;4.91;4.63;4.31;1.87
Price/Forward Earnings;—;11.53;16.69;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.48;0.69;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.55;6.94;4.64;3.81;4.61;4.13;1.70;2.85;2.12;3.10;3.21;2.75;—
Enterprise Value (Mil);73.68;82.71;119.45;179.25;187.41;243.35;508.20;340.35;468.10;642.75;662.86;445.60;—
Enterprise Value/EBIT;11.15;10.41;13.98;17.49;15.58;17.64;37.81;27.58;24.99;22.84;23.45;26.68;—
Enterprise Value/EBITDA;4.32;4.01;5.45;6.88;6.40;6.95;14.06;8.58;8.36;8.47;8.58;9.29;—
