Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.48;0.46;0.50;1.01;0.60;0.33;0.52;0.48;0.89;1.92;4.88;0.90;3.07
Price/Earnings;—;6.26;6.74;26.31;182.25;4.54;—;—;—;36.07;80.43;53.57;25.84
Price/Cash Flow;—;8.48;9.12;—;—;—;37.82;—;17.15;26.08;31.28;36.15;17.36
Price/Book;0.79;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;17.42;-11.31;-19.69;8.64;6.68;—;—;—;—;—;13.28;—;—
PEG Ratio;1.49;—;—;1.23;—;—;—;—;—;—;—;—;—
Earnings Yield %;-7.85;15.96;14.85;3.80;0.55;22.05;-3.53;-8.84;-0.47;2.77;1.24;2.03;—
Enterprise Value (Bil);0.31;0.22;0.25;0.54;0.37;0.32;0.37;0.38;0.58;0.89;1.94;0.54;—
Enterprise Value/EBIT;—;4.26;4.71;21.92;141.20;6.09;32.13;49.39;19.98;26.62;44.53;179.98;—
Enterprise Value/EBITDA;33.88;2.80;3.09;12.27;17.83;4.13;10.73;13.09;12.65;21.25;37.26;13.02;—
