Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.70;0.79;2.07;1.63;1.48;1.95;1.78;0.91;1.43;1.47;1.71;1.49;3.01
Price/Earnings;18.42;11.27;27.80;12.81;12.68;18.14;16.43;17.25;14.10;11.13;15.20;16.02;25.53
Price/Cash Flow;21.05;8.39;31.47;13.43;11.49;12.44;11.89;8.04;11.10;11.25;10.33;10.86;17.03
Price/Book;1.19;1.34;3.87;3.31;2.61;3.08;2.43;1.34;1.99;1.69;2.02;2.11;4.19
Price/Forward Earnings;14.29;20.92;20.12;16.16;—;—;—;—;—;—;—;—;—
PEG Ratio;—;—;0.81;0.65;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.43;8.87;3.60;7.81;7.89;5.51;6.08;5.80;7.09;8.99;6.58;7.00;—
Enterprise Value (Bil);0.27;0.34;1.24;1.29;1.05;1.32;1.33;1.11;1.67;1.57;1.89;1.33;—
Enterprise Value/EBIT;19.43;8.91;42.70;12.68;8.94;12.17;12.03;9.98;13.00;10.22;13.48;11.00;—
Enterprise Value/EBITDA;9.02;6.17;24.55;10.21;7.46;9.99;9.77;7.66;9.43;7.73;9.85;8.55;—
