Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.52;8.85;12.51;5.99;1.63;1.29;1.59;1.45;1.68;2.11;2.50;1.82;1.40
Price/Earnings;34.56;222.64;—;—;—;—;—;—;—;—;278.31;260.26;16.48
Price/Cash Flow;32.38;1,275.53;—;282.78;—;19.73;15.84;14.61;100.42;1,678.06;33.21;212.15;11.83
Price/Book;3.67;1.96;2.66;1.62;0.86;0.76;0.94;0.86;0.95;1.64;1.57;1.12;1.63
Price/Forward Earnings;27.03;47.62;64.94;28.82;79.37;33.44;33.22;1,250.00;—;—;31.55;157.50;—
PEG Ratio;1.56;1.73;0.83;0.99;3.61;0.98;0.91;157.77;—;—;2.06;15.26;—
Earnings Yield %;2.89;0.45;-0.64;-0.72;-102.43;-34.04;-4.26;-2.89;-0.15;-40.25;-34.31;-15.90;—
Enterprise Value (Bil);0.63;2.92;6.01;3.82;0.95;0.62;0.77;0.65;0.78;0.88;1.01;0.86;—
Enterprise Value/EBIT;23.85;170.34;—;—;—;—;—;—;—;—;-48.67;-58.04;—
Enterprise Value/EBITDA;17.24;79.65;112.94;91.15;—;—;39.48;12.17;18.91;—;25.31;42.64;—
