Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.85;2.02;2.16;2.43;2.42;2.53;2.79;2.86;3.82;4.02;3.64;3.23;3.07
Price/Earnings;15.75;15.68;17.90;19.68;22.12;20.15;21.85;17.06;26.73;24.15;22.68;22.03;25.84
Price/Cash Flow;8.39;7.31;7.74;9.88;10.38;9.58;9.90;9.37;12.82;11.87;14.98;10.99;17.36
Price/Book;2.03;2.03;2.21;2.69;1.86;2.07;2.28;2.24;2.89;2.78;2.64;2.47;4.27
Price/Forward Earnings;15.41;13.44;14.41;19.38;17.70;18.90;20.12;19.80;24.63;22.99;22.42;21.79;—
PEG Ratio;2.04;3.25;3.61;4.52;3.14;3.05;3.26;2.98;3.67;2.83;3.38;4.08;—
Earnings Yield %;6.35;6.38;5.59;5.08;4.52;4.96;4.58;5.86;3.74;4.14;4.41;4.68;—
Enterprise Value (Bil);13.22;13.67;14.43;16.90;26.17;28.45;31.46;33.15;41.38;42.07;43.08;35.77;—
Enterprise Value/EBIT;11.37;12.41;13.18;13.78;—;—;—;—;24.44;21.76;22.03;19.16;—
Enterprise Value/EBITDA;8.87;9.28;9.71;10.29;—;—;—;—;15.91;14.53;14.59;13.08;—
