Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.65;1.65;1.96;2.17;2.32;2.47;2.72;2.44;2.92;3.02;2.85;2.66;3.01
Price/Earnings;16.63;17.46;19.47;20.92;29.65;22.95;24.78;31.75;15.62;29.37;27.11;25.01;25.53
Price/Cash Flow;12.52;12.71;12.93;14.94;14.13;14.67;17.91;18.27;19.79;19.32;19.12;17.74;17.03
Price/Book;4.41;4.75;5.70;6.11;10.78;11.89;12.85;15.13;13.46;15.18;14.50;13.67;4.19
Price/Forward Earnings;14.41;15.06;16.84;19.12;20.58;20.16;21.37;18.45;22.78;24.21;23.98;21.77;—
PEG Ratio;1.81;2.68;1.97;2.51;3.02;2.98;3.20;2.55;3.45;3.95;3.32;3.22;—
Earnings Yield %;6.01;5.73;5.14;4.78;3.37;4.36;4.04;3.15;6.40;3.41;3.69;4.30;—
Enterprise Value (Bil);127.09;127.44;146.85;160.58;165.89;170.93;191.48;176.89;216.88;239.52;239.32;197.21;—
Enterprise Value/EBIT;13.10;13.85;15.26;16.00;20.21;17.55;18.27;16.30;20.75;23.50;22.52;19.18;—
Enterprise Value/EBITDA;10.31;10.72;11.95;12.67;15.53;14.10;14.91;13.34;16.88;18.83;18.13;15.51;—
