Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.16;0.21;1.94;0.17;0.35;0.52;0.54;0.61;0.63;0.84;0.91;0.64;1.76
Price/Earnings;—;13.60;7.87;85.00;10.00;14.71;13.44;13.59;15.71;16.32;16.99;15.01;17.62
Price/Cash Flow;6.47;—;50.23;8.69;5.15;6.68;11.95;21.30;27.84;16.05;15.27;235.95;9.46
Price/Book;0.62;0.78;0.66;0.62;1.23;1.87;1.97;2.39;2.77;3.30;4.05;2.49;2.05
Price/Forward Earnings;5.34;—;—;—;—;—;—;—;—;—;17.12;—;—
PEG Ratio;2.14;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-1.94;—;—;—;—;6.80;7.44;—;—;—;5.89;6.73;—
Enterprise Value (Bil);0.49;—;—;—;—;1.25;1.40;—;—;—;4.35;2.27;—
Enterprise Value/EBIT;24.03;—;—;—;—;9.17;10.68;—;—;—;14.37;12.67;—
Enterprise Value/EBITDA;9.42;—;—;—;—;6.89;7.71;—;—;—;10.75;9.25;—
