Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.90;1.03;1.40;1.88;1.69;1.96;1.86;1.31;1.98;2.02;2.43;1.76;3.07
Price/Earnings;16.97;14.06;27.29;22.96;20.16;28.28;22.46;15.51;20.46;25.52;33.24;21.97;25.84
Price/Cash Flow;16.79;7.69;10.71;22.31;12.07;13.47;15.33;23.62;12.95;13.35;14.49;14.99;17.36
Price/Book;1.86;2.07;2.63;2.71;2.40;2.90;2.88;2.15;3.36;3.34;4.14;2.85;4.27
Price/Forward Earnings;12.47;12.38;16.37;18.62;16.84;17.92;19.19;14.51;17.48;21.65;23.98;18.55;—
PEG Ratio;0.83;0.88;1.17;1.33;1.05;1.12;1.20;0.97;1.17;1.44;1.60;1.21;—
Earnings Yield %;5.89;7.11;3.66;4.36;4.96;3.54;4.45;6.45;4.89;3.92;3.01;4.76;—
Enterprise Value (Bil);3.17;4.35;5.47;5.78;6.07;7.35;7.68;6.63;9.95;9.62;11.31;8.13;—
Enterprise Value/EBIT;12.68;10.24;18.65;14.00;13.03;16.24;14.94;12.55;15.63;18.97;24.12;15.70;—
Enterprise Value/EBITDA;9.52;8.21;13.36;11.28;10.30;12.49;11.45;9.21;11.91;13.18;16.37;11.58;—
