Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.82;0.99;1.35;1.33;0.89;0.99;0.77;0.41;0.40;0.40;0.62;0.59;3.01
Price/Earnings;15.67;17.50;25.68;24.24;22.03;24.44;19.50;22.93;36.75;24.71;27.67;24.63;25.53
Price/Cash Flow;18.68;15.72;31.04;29.05;18.22;17.29;14.28;24.52;18.16;3.76;5.71;14.54;17.03
Price/Book;1.84;2.35;3.08;2.77;2.68;2.95;2.05;1.11;1.16;0.98;1.24;1.61;4.19
Price/Forward Earnings;13.51;14.93;19.01;19.92;17.51;20.41;17.30;9.51;11.81;15.31;15.65;17.21;—
PEG Ratio;0.84;0.99;1.52;1.99;—;1.36;1.15;0.63;0.79;1.02;0.82;1.14;—
Earnings Yield %;6.38;5.71;3.89;4.13;4.54;4.09;5.13;4.36;2.72;4.05;3.61;4.63;—
Enterprise Value (Mil);253.37;385.61;570.42;577.63;471.07;520.84;429.87;305.30;361.38;260.80;288.91;369.31;—
Enterprise Value/EBIT;9.57;10.69;15.45;12.92;14.58;16.03;14.83;16.85;23.44;17.53;19.47;17.49;—
Enterprise Value/EBITDA;7.99;8.76;12.62;10.59;11.60;13.25;12.06;11.92;14.66;11.06;13.13;12.69;—
