Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.97;4.43;4.93;5.75;5.22;6.63;6.02;4.65;5.17;3.30;4.75;5.00;3.07
Price/Earnings;56.36;61.06;159.10;35.30;39.74;43.82;37.88;30.08;30.87;25.55;41.12;32.93;25.84
Price/Cash Flow;11.16;10.75;14.22;12.99;12.71;15.14;14.53;10.14;10.29;8.20;12.38;11.34;17.36
Price/Book;10.06;9.71;10.42;10.75;9.16;10.60;9.14;6.42;6.59;4.09;4.21;7.03;4.27
Price/Forward Earnings;—;47.39;108.70;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;11.83;27.12;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.78;1.64;0.63;2.83;2.52;2.28;2.64;3.32;3.24;3.91;2.43;3.21;—
Enterprise Value (Bil);1.68;1.85;1.98;2.21;2.13;2.46;2.49;2.26;2.48;2.05;2.41;2.31;—
Enterprise Value/EBIT;22.20;22.24;26.20;21.57;22.39;24.50;23.41;21.31;23.22;21.36;25.73;22.46;—
Enterprise Value/EBITDA;15.55;22.24;26.20;21.57;22.39;24.50;23.41;21.31;23.22;21.36;16.48;21.74;—
