Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;11.00;8.86;7.16;6.46;5.17;—;3.07
Price/Earnings;—;—;—;—;—;—;—;74.68;97.72;55.67;33.47;—;25.84
Price/Cash Flow;—;—;—;—;—;—;174.47;88.84;59.83;27.88;15.33;—;17.36
Price/Book;—;—;—;—;—;—;—;21.86;16.64;10.64;5.86;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;90.91;53.19;25.58;24.21;—;—
PEG Ratio;—;—;—;—;—;—;—;18.23;1.33;0.83;4.04;—;—
Earnings Yield %;—;—;—;—;—;—;-0.70;1.34;1.02;1.80;2.99;—;—
Enterprise Value (Bil);—;—;—;—;—;—;3.23;3.58;3.85;3.43;2.82;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;159.41;371.65;139.41;43.95;25.25;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;136.71;246.45;111.45;38.54;21.91;—;—
