Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.68;5.52;7.88;8.50;6.87;7.97;6.61;4.95;5.04;3.73;4.84;5.56;3.01
Price/Earnings;19.79;22.49;26.36;24.24;17.92;21.67;19.17;10.37;13.73;10.48;14.84;14.91;25.53
Price/Cash Flow;14.53;15.17;19.04;19.60;13.84;17.52;14.46;11.25;10.19;7.77;11.60;12.09;17.03
Price/Book;5.26;6.45;9.18;10.32;7.79;8.41;7.58;5.11;5.37;3.96;4.83;6.06;4.19
Price/Forward Earnings;18.90;19.42;23.20;23.26;18.42;19.76;17.01;13.46;13.42;10.72;12.56;15.08;—
PEG Ratio;3.27;—;1.90;1.86;2.16;3.26;4.01;3.92;31.21;—;5.15;114.84;—
Earnings Yield %;5.05;4.45;3.79;4.13;5.58;4.61;5.22;9.64;7.28;9.54;6.74;7.38;—
Enterprise Value (Bil);9.72;11.83;16.81;21.76;18.84;21.26;20.48;17.07;19.09;14.52;16.29;18.27;—
Enterprise Value/EBIT;16.31;21.51;25.38;24.14;18.71;22.23;19.73;11.62;15.31;12.73;16.59;16.20;—
Enterprise Value/EBITDA;13.56;17.45;20.98;20.52;16.10;18.76;16.68;10.16;12.47;10.38;13.19;13.67;—
