Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;2.28;1.59;1.97;4.30;4.06;3.89;4.18;3.90;4.22;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;—;—;230.72;50.30;—;44.98;80.33;103.13;55.22;21.70;125.34;17.36
Price/Book;—;—;—;—;1.77;2.65;4.72;6.55;4.13;4.77;3.94;5.95;4.27
Price/Forward Earnings;—;—;—;-27.32;82.64;15.97;18.28;12.85;13.74;26.67;21.28;20.17;—
PEG Ratio;—;—;—;—;—;—;0.91;0.64;0.55;2.67;2.13;1.13;—
Earnings Yield %;—;—;—;-16.58;-9.81;-11.06;-4.34;-3.02;-2.91;-5.67;-4.34;-4.78;—
Enterprise Value (Bil);—;—;—;0.22;0.11;0.18;0.49;0.73;1.14;1.68;1.60;0.94;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;76.15;-48.89;—
Enterprise Value/EBITDA;—;—;—;—;—;—;394.78;49.08;125.32;272.73;68.26;56.24;—
