Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.11;1.14;1.15;1.48;1.51;1.77;1.29;0.73;0.35;0.60;0.90;1.04;3.07
Price/Earnings;16.29;20.93;25.02;17.93;29.55;36.61;10.28;95.00;—;—;68.12;51.39;25.84
Price/Cash Flow;3.99;3.50;4.15;6.96;7.00;7.47;3.91;2.24;1.25;—;0.94;3.89;17.36
Price/Book;1.42;1.32;1.31;1.61;1.58;1.78;1.21;0.64;0.66;1.19;0.98;1.43;4.27
Price/Forward Earnings;12.87;11.52;11.36;15.11;14.20;16.64;11.61;5.88;2.72;12.58;10.53;10.37;—
PEG Ratio;2.09;—;3.43;1.75;3.27;2.71;2.38;2.83;0.69;—;—;2.70;—
Earnings Yield %;6.14;4.78;4.00;5.58;3.38;2.73;9.73;1.05;-192.64;-67.01;-16.22;-48.26;—
Enterprise Value (Bil);29.95;30.31;32.27;40.18;42.44;48.57;41.07;31.28;9.59;68.20;65.64;40.43;—
Enterprise Value/EBIT;13.97;17.13;19.86;16.27;24.03;33.45;11.19;49.33;—;—;412.83;26.23;—
Enterprise Value/EBITDA;6.62;7.50;8.89;8.42;9.72;11.51;6.35;8.66;—;—;17.93;9.40;—
