Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.32;2.27;3.03;3.89;2.49;2.51;3.75;2.91;5.69;12.15;12.91;5.73;3.07
Price/Earnings;58.40;55.50;—;162.43;40.15;65.62;116.00;25.44;48.33;93.83;128.75;78.43;25.84
Price/Cash Flow;16.13;12.18;20.88;26.81;36.00;12.19;28.46;12.93;20.25;39.26;37.53;24.17;17.36
Price/Book;1.23;1.10;1.15;2.26;1.59;1.96;3.23;2.59;4.97;10.25;11.74;4.90;4.27
Price/Forward Earnings;14.60;21.55;140.85;27.70;—;—;—;14.71;24.39;37.17;54.64;—;—
PEG Ratio;0.71;1.23;8.00;1.11;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.71;1.80;-0.29;0.62;2.49;1.52;0.86;3.93;2.07;1.07;0.78;1.65;—
Enterprise Value (Bil);0.18;0.16;0.18;0.33;0.24;0.24;0.39;0.33;0.74;1.65;2.27;0.73;—
Enterprise Value/EBIT;18.70;20.27;—;79.94;20.75;25.95;56.73;18.85;34.05;74.07;101.02;45.76;—
Enterprise Value/EBITDA;10.94;11.15;29.75;33.27;13.98;16.97;34.13;14.90;27.88;57.81;71.17;32.80;—
