Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.60;2.50;2.70;2.69;4.06;4.21;2.85;1.65;1.96;1.91;2.20;2.37;1.89
Price/Earnings;11.94;17.72;21.29;30.42;42.69;21.98;18.29;10.16;16.61;24.11;22.70;17.03;18.67
Price/Cash Flow;13.81;14.76;11.90;15.29;16.96;17.08;14.82;9.85;22.71;5.94;11.05;13.34;10.50
Price/Book;3.10;2.67;2.99;3.39;6.47;7.28;5.49;2.80;2.93;2.06;2.32;3.81;1.64
Price/Forward Earnings;12.17;10.50;17.15;19.46;—;—;—;—;—;—;—;—;—
PEG Ratio;8.11;7.00;11.43;12.97;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.38;5.64;4.70;3.29;2.34;4.55;5.47;9.84;6.02;4.15;4.40;6.34;—
Enterprise Value (Mil);439.66;423.02;457.24;489.58;813.39;862.24;585.45;319.29;398.01;303.32;298.57;458.13;—
Enterprise Value/EBIT;8.30;11.85;14.72;16.31;21.43;15.95;11.55;6.72;14.14;—;15.98;11.50;—
Enterprise Value/EBITDA;7.41;10.11;11.99;13.05;17.48;13.79;9.98;5.78;14.14;—;8.82;9.62;—
