Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.53;1.60;2.22;2.48;2.35;2.69;3.09;2.74;3.53;3.50;4.14;3.13;3.07
Price/Earnings;19.16;16.18;20.58;21.52;20.09;20.80;22.30;26.67;37.89;29.40;32.57;27.15;25.84
Price/Cash Flow;10.45;14.39;23.46;16.66;15.42;17.64;20.84;19.72;23.69;19.48;20.22;20.51;17.36
Price/Book;2.64;2.84;3.75;3.95;4.63;5.21;5.88;5.39;7.36;6.91;7.67;6.15;4.27
Price/Forward Earnings;14.75;14.47;17.54;18.76;16.29;18.15;19.61;16.98;21.79;22.27;26.39;20.53;—
PEG Ratio;1.38;1.46;2.03;2.36;1.65;2.00;1.61;0.89;1.64;2.29;2.86;1.79;—
Earnings Yield %;5.22;6.18;4.86;4.65;4.98;4.81;4.48;3.75;2.64;3.40;3.07;3.78;—
Enterprise Value (Bil);18.23;19.42;27.47;32.29;32.09;38.22;45.95;45.38;69.76;72.00;84.71;55.60;—
Enterprise Value/EBIT;11.68;10.35;13.24;14.04;14.09;14.53;16.32;15.55;26.65;21.81;23.44;19.14;—
Enterprise Value/EBITDA;9.63;8.72;11.28;12.05;11.94;12.44;14.01;13.29;21.66;17.93;19.39;16.03;—
