Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.34;1.84;1.86;1.83;0.83;2.16;2.55;2.38;3.02;3.11;3.51;2.72;3.07
Price/Earnings;37.29;—;46.17;—;—;45.44;25.71;—;115.38;99.83;54.59;95.67;25.84
Price/Cash Flow;12.63;20.50;17.96;17.02;34.59;30.17;26.68;27.60;24.58;20.70;19.48;27.00;17.36
Price/Book;2.25;2.97;2.48;2.74;1.94;2.50;2.59;3.23;4.87;4.55;4.92;3.63;4.27
Price/Forward Earnings;11.19;20.33;26.46;23.36;20.70;27.25;21.83;16.75;21.41;20.53;21.05;20.53;—
PEG Ratio;0.80;1.69;1.76;1.17;—;—;1.98;—;—;—;—;—;—
Earnings Yield %;2.68;-1.63;2.17;-0.88;-5.42;2.20;3.89;-2.39;0.87;1.00;1.83;1.03;—
Enterprise Value (Bil);2.00;2.74;2.52;2.92;1.15;1.48;1.59;2.37;3.56;3.50;3.99;2.58;—
Enterprise Value/EBIT;28.15;—;—;—;—;17.24;10.81;285.72;36.89;25.68;25.94;53.35;—
Enterprise Value/EBITDA;8.87;19.44;21.69;22.27;13.23;9.86;7.75;22.54;17.24;14.42;15.53;15.57;—
