Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.15;1.29;1.66;1.62;1.34;1.61;1.74;1.33;1.70;1.03;2.18;1.52;3.07
Price/Earnings;13.71;15.33;20.04;16.99;15.15;23.68;19.72;17.12;25.51;115.34;108.39;26.17;25.84
Price/Cash Flow;10.65;11.18;16.48;13.81;14.16;19.81;20.84;12.46;15.83;16.99;35.99;18.00;17.36
Price/Book;2.94;2.91;3.65;3.07;2.64;3.04;3.41;2.86;3.20;1.59;1.83;2.77;4.27
Price/Forward Earnings;12.76;13.19;16.31;15.72;14.37;16.64;18.83;13.55;17.12;20.62;22.78;17.60;—
PEG Ratio;1.07;1.32;1.59;1.94;2.53;1.98;2.01;1.16;1.78;—;0.90;1.70;—
Earnings Yield %;7.29;6.52;4.99;5.89;6.60;4.22;5.07;5.84;3.92;0.87;-2.64;3.95;—
Enterprise Value (Bil);71.62;93.76;120.89;119.54;97.73;105.82;120.61;117.87;168.82;133.09;155.87;129.34;—
Enterprise Value/EBIT;8.79;12.01;13.82;12.35;10.23;15.06;14.20;12.67;16.63;33.89;32.21;15.89;—
Enterprise Value/EBITDA;7.53;10.05;11.45;10.32;8.49;11.83;11.40;10.14;12.37;15.31;42.69;14.56;—
