Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.43;4.81;8.22;8.94;7.21;5.28;9.13;8.79;15.60;19.21;19.97;12.03;3.07
Price/Earnings;—;—;—;—;—;—;—;—;624.91;580.98;2,205.92;—;25.84
Price/Cash Flow;—;—;1,527.01;3,201.39;200.93;—;101.03;170.64;132.14;126.38;364.63;178.39;17.36
Price/Book;10.72;23.23;16.76;32.28;39.06;33.26;54.19;23.72;71.28;28.36;33.57;55.02;4.27
Price/Forward Earnings;-34.36;-44.05;-909.09;106.38;-71.94;-200.00;-434.78;208.33;222.22;217.39;416.67;311.55;—
PEG Ratio;—;—;—;4.43;—;—;—;—;1.74;2.61;2.12;—;—
Earnings Yield %;-7.54;-5.09;-2.70;-1.89;-2.41;-2.12;-0.73;-0.29;0.16;0.17;0.05;-0.51;—
Enterprise Value (Bil);0.89;1.09;2.00;2.62;2.19;2.21;4.08;4.99;11.11;16.91;19.87;8.14;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;308.56;226.92;215.68;332.79;86.52;—
Enterprise Value/EBITDA;—;—;—;—;—;—;828.26;162.29;154.02;144.28;166.95;439.00;—
