Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.80;4.20;4.68;4.88;5.53;5.17;6.93;6.22;6.89;6.77;8.84;6.51;3.07
Price/Earnings;16.35;16.79;17.99;22.86;24.03;22.07;28.49;227.29;28.95;31.24;36.02;116.85;25.84
Price/Cash Flow;14.31;17.25;18.38;19.51;19.83;18.03;23.44;24.20;26.21;21.73;25.88;22.96;17.36
Price/Book;5.69;5.13;5.24;5.09;5.55;4.76;5.83;7.35;126.61;—;94.97;25.86;4.27
Price/Forward Earnings;13.89;15.67;16.67;18.32;20.92;18.98;24.45;20.62;23.87;26.18;37.59;24.39;—
PEG Ratio;1.12;1.73;2.55;2.20;2.22;2.48;3.19;1.91;2.37;3.30;3.60;2.90;—
Earnings Yield %;6.12;5.96;5.56;4.37;4.16;4.53;3.51;0.44;3.45;3.20;2.78;3.01;—
Enterprise Value (Bil);6.41;7.17;8.08;8.86;10.25;9.90;14.07;12.86;15.66;16.68;22.92;14.36;—
Enterprise Value/EBIT;12.46;13.89;16.04;16.77;18.06;16.10;20.95;16.87;22.44;26.46;29.65;21.12;—
Enterprise Value/EBITDA;11.02;12.26;13.94;14.19;15.57;13.94;18.18;14.73;19.48;22.35;25.45;18.41;—
