Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.45;0.72;1.13;1.21;1.18;1.15;1.06;0.86;1.00;1.50;1.65;1.22;3.01
Price/Earnings;—;18.30;24.63;6.08;20.37;20.28;17.76;27.65;545.27;17.45;16.77;59.71;25.53
Price/Cash Flow;17.56;16.73;24.15;28.63;14.26;13.49;12.93;10.83;16.31;7.16;8.97;11.99;17.03
Price/Book;8.50;33.56;14.71;3.71;3.56;3.40;3.08;2.59;3.37;4.07;4.75;3.42;4.19
Price/Forward Earnings;13.23;13.79;15.90;17.54;14.75;13.81;12.72;9.24;11.34;14.04;17.42;12.88;—
PEG Ratio;1.10;1.06;1.22;1.35;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.44;5.47;4.06;16.45;4.91;4.93;5.63;3.62;0.18;5.73;5.96;4.10;—
Enterprise Value (Bil);1.85;2.80;4.37;4.61;4.39;4.91;4.89;4.96;5.61;6.42;8.33;5.50;—
Enterprise Value/EBIT;15.37;11.25;16.71;13.17;11.95;13.57;11.85;17.19;29.01;13.27;12.51;18.61;—
Enterprise Value/EBITDA;8.04;8.26;12.54;10.40;9.61;10.64;9.35;12.14;15.62;10.16;10.09;12.06;—
