Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.63;1.75;2.16;2.11;1.85;1.48;2.01;2.01;2.02;1.67;1.68;1.88;1.76
Price/Earnings;13.40;47.74;15.29;34.51;36.26;—;56.56;17.38;40.58;18.73;18.37;39.33;17.62
Price/Cash Flow;5.98;7.08;6.39;6.54;6.32;5.07;6.23;6.47;6.44;5.22;4.58;5.96;9.46
Price/Book;1.78;2.37;2.92;3.59;3.37;3.65;4.72;5.04;6.12;6.28;5.94;5.11;2.05
Price/Forward Earnings;11.24;—;—;—;—;12.94;16.84;—;14.37;—;14.41;14.84;—
PEG Ratio;0.93;—;—;—;—;0.30;0.33;—;1.00;—;3.79;0.99;—
Earnings Yield %;7.46;—;—;—;—;-0.82;1.77;—;2.46;—;5.44;2.98;—
Enterprise Value (Bil);202.49;—;—;—;—;222.51;306.70;—;346.60;—;318.07;307.28;—
Enterprise Value/EBIT;10.38;—;—;—;—;21.93;17.96;—;16.52;—;12.35;16.69;—
Enterprise Value/EBITDA;5.76;—;—;—;—;5.69;7.77;—;8.08;—;5.20;6.93;—
