Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.00;0.75;0.98;0.67;0.55;0.81;0.82;0.49;0.61;1.17;1.13;0.79;3.07
Price/Earnings;3.56;6.90;9.84;47.70;29.98;211.36;17.20;32.15;39.57;11.23;6.07;113.12;25.84
Price/Cash Flow;13.66;26.69;9.99;—;—;11.52;7.68;29.27;36.03;4.27;6.27;22.85;17.36
Price/Book;0.92;0.86;1.02;0.79;0.61;0.83;0.90;0.50;0.62;0.65;0.85;0.69;4.27
Price/Forward Earnings;—;23.20;7.16;—;18.90;16.84;16.26;9.98;13.79;18.08;10.47;18.50;—
PEG Ratio;—;—;—;—;1.05;0.94;0.90;—;—;—;—;—;—
Earnings Yield %;28.06;14.50;10.16;2.10;3.34;0.47;5.81;3.11;2.53;8.90;16.47;5.59;—
Enterprise Value (Bil);5.92;5.47;-2.27;-8.28;-10.05;-3.07;-2.97;-10.85;-8.36;7.67;9.51;-2.68;—
Enterprise Value/EBIT;5.73;—;—;—;—;—;—;—;—;8.85;4.44;218.37;—
Enterprise Value/EBITDA;5.25;—;—;—;—;—;—;—;—;7.46;4.13;25.53;—
