Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.91;1.28;1.00;1.56;1.29;1.47;1.54;1.47;1.39;1.76;2.12;1.45;1.50
Price/Earnings;16.73;—;—;24.25;23.23;—;—;—;—;—;1,175.29;1,126.28;24.83
Price/Cash Flow;7.09;8.46;—;15.40;5.43;—;—;—;—;18.65;12.15;27.67;11.13
Price/Book;4.06;3.47;5.92;6.54;4.06;5.76;12.76;6.75;9.54;15.25;13.34;9.00;1.87
Price/Forward Earnings;—;0.42;0.37;—;—;—;—;—;—;—;0.50;—;—
PEG Ratio;—;0.01;0.01;—;—;—;—;—;—;—;0.02;—;—
Earnings Yield %;5.98;-14.22;-16.15;4.12;4.30;-2.50;-8.86;-9.32;-5.43;-1.25;0.09;-6.26;—
Enterprise Value (Mil);19.81;21.90;19.09;30.31;26.91;37.24;43.12;50.56;57.80;67.30;78.73;48.55;—
Enterprise Value/EBIT;9.29;—;—;26.85;9.39;—;—;—;—;—;83.05;122.75;—
Enterprise Value/EBITDA;5.80;—;—;5.65;7.55;—;—;—;—;60.69;31.23;-25.90;—
