Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;7.62;3.45;10.56;4.49;4.73;6.80;6.48;7.21;11.04;12.48;11.27;8.09;3.07
Price/Earnings;—;11.04;38.30;15.28;19.32;21.09;22.55;36.15;39.54;40.78;35.24;29.98;25.84
Price/Cash Flow;31.55;9.90;25.67;22.88;20.89;26.80;33.35;23.08;46.58;39.14;34.16;31.82;17.36
Price/Book;—;11.28;21.13;7.24;6.48;9.26;9.83;25.93;—;—;85.08;26.22;4.27
Price/Forward Earnings;—;—;—;—;—;—;20.16;22.42;31.45;39.22;33.78;17.09;—
PEG Ratio;—;—;—;—;—;—;1.16;—;—;—;—;—;—
Earnings Yield %;-4.83;9.06;2.61;6.55;5.18;4.74;4.44;2.77;2.53;2.45;2.84;3.62;—
Enterprise Value (Bil);1.68;0.99;3.83;2.29;2.34;4.37;5.19;6.92;12.78;18.02;19.76;8.82;—
Enterprise Value/EBIT;21.02;9.62;31.19;11.80;12.05;17.03;17.20;20.43;29.48;32.92;29.15;21.66;—
Enterprise Value/EBITDA;20.94;9.51;30.61;11.62;11.71;16.62;16.79;19.99;28.97;32.42;28.69;21.24;—
