Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.87;0.89;0.83;0.88;1.15;1.56;2.04;1.06;1.58;1.56;1.49;1.62;3.01
Price/Earnings;15.17;18.55;21.06;172.76;—;33.80;22.42;11.87;20.63;17.86;14.67;22.65;25.53
Price/Cash Flow;7.31;11.76;9.63;11.22;13.12;12.49;15.42;10.87;12.85;9.24;8.69;12.56;17.03
Price/Book;2.32;2.54;2.59;2.77;5.21;3.78;3.99;1.42;2.17;2.18;2.07;3.06;4.19
Price/Forward Earnings;13.46;12.59;14.49;16.56;19.84;23.42;20.12;10.37;16.42;15.15;13.25;16.31;—
PEG Ratio;2.37;1.09;1.21;1.27;—;2.58;2.09;1.98;2.29;3.11;1.75;2.28;—
Earnings Yield %;6.59;5.39;4.75;0.58;-3.39;2.96;4.46;8.43;4.85;5.60;6.82;4.86;—
Enterprise Value (Bil);13.08;15.09;23.56;23.81;26.11;19.22;18.54;21.49;26.95;26.89;26.26;22.35;—
Enterprise Value/EBIT;9.97;13.58;17.39;35.84;—;18.45;18.25;24.64;18.42;15.72;13.84;19.20;—
Enterprise Value/EBITDA;7.76;10.18;12.36;18.50;56.41;13.65;14.49;18.84;14.57;12.82;11.50;14.90;—
