Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.01;0.78;0.99;0.83;0.72;1.30;1.99;1.31;1.12;2.74;4.82;1.69;3.07
Price/Earnings;8.38;9.46;11.82;8.87;11.10;15.55;24.98;10.01;12.35;—;78.71;17.73;25.84
Price/Cash Flow;4.45;4.03;6.06;5.22;6.35;7.59;12.33;8.42;6.25;23.21;29.03;11.89;17.36
Price/Book;1.05;0.88;1.18;0.93;0.81;1.30;2.00;1.40;1.12;2.32;3.63;1.61;4.27
Price/Forward Earnings;6.04;4.97;6.33;—;—;—;14.88;8.93;7.97;24.51;18.02;14.51;—
PEG Ratio;0.15;—;—;—;—;—;—;—;—;2.04;1.50;—;—
Earnings Yield %;11.94;10.57;8.46;11.28;9.01;6.43;4.00;9.99;8.10;-1.67;1.27;6.14;—
Enterprise Value (Mil);107.55;139.68;178.10;162.88;186.21;261.12;386.39;339.61;325.41;507.86;740.62;368.23;—
Enterprise Value/EBIT;5.39;7.71;8.05;6.60;8.82;12.45;16.84;11.86;9.67;168.95;41.99;29.69;—
Enterprise Value/EBITDA;4.51;6.01;6.49;5.26;6.65;9.28;13.06;9.34;7.69;42.89;28.32;14.73;—
