Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.07;2.13;2.14;2.06;2.60;2.03;1.90;1.58;1.37;2.69;5.57;2.11;3.07
Price/Earnings;8.59;28.44;68.29;26.93;19.51;98.50;46.60;38.84;32.28;—;20.25;56.15;25.84
Price/Cash Flow;3.81;6.95;12.95;8.44;12.26;12.43;9.63;8.79;7.16;—;4.14;9.59;17.36
Price/Book;1.34;3.65;4.11;5.75;7.65;4.37;3.95;3.78;3.69;11.65;20.13;6.04;4.27
Price/Forward Earnings;7.10;17.12;19.42;18.90;20.70;17.70;23.31;17.21;15.48;222.22;—;37.67;—
PEG Ratio;0.60;1.33;1.13;0.82;0.79;1.12;1.67;0.88;1.60;36.06;—;4.32;—
Earnings Yield %;11.65;3.52;1.46;3.71;5.12;1.02;2.15;2.57;3.10;-11.78;-8.41;-0.82;—
Enterprise Value (Bil);3.51;7.63;8.47;9.94;19.66;18.31;18.72;16.92;16.33;23.98;28.92;19.57;—
Enterprise Value/EBIT;4.49;17.42;33.63;16.89;17.28;56.82;29.78;23.99;18.72;—;12.27;33.35;—
Enterprise Value/EBITDA;3.66;12.03;16.53;10.81;12.63;16.73;12.64;10.17;8.90;—;28.78;13.48;—
