Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.56;3.48;3.61;4.36;3.33;5.16;4.85;3.55;5.23;4.85;4.99;4.86;3.01
Price/Earnings;—;—;789.67;69.20;18.82;94.61;29.03;30.10;19.87;50.15;46.45;57.68;25.53
Price/Cash Flow;9.07;9.56;12.38;12.63;10.61;13.14;12.27;11.71;15.08;12.68;14.40;13.37;17.03
Price/Book;1.26;1.96;1.85;2.34;1.57;2.49;2.19;1.48;1.99;1.82;1.93;2.02;4.19
Price/Forward Earnings;38.46;39.68;22.08;42.19;—;—;—;—;—;—;—;—;—
PEG Ratio;7.75;1.95;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-1.55;-0.84;0.13;1.45;5.31;1.06;3.45;3.32;5.03;1.99;2.15;3.06;—
Enterprise Value (Bil);3.94;4.36;4.43;4.85;4.38;4.98;4.79;4.12;5.14;5.12;5.33;4.91;—
Enterprise Value/EBIT;42.93;45.75;40.63;37.29;20.51;138.75;31.59;28.97;21.25;39.51;38.74;42.33;—
Enterprise Value/EBITDA;17.07;19.86;19.58;18.07;12.49;28.61;16.68;14.75;13.38;19.28;18.87;21.27;—
