Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.87;0.67;0.86;0.89;0.86;0.94;0.84;1.14;0.80;0.67;0.77;0.83;3.01
Price/Earnings;21.08;27.11;35.74;—;15.70;72.87;—;11.06;24.65;11.12;14.50;49.37;25.53
Price/Cash Flow;3.50;3.33;6.03;10.34;8.70;8.95;6.66;6.68;4.03;2.71;3.09;5.43;17.03
Price/Book;1.02;0.79;1.04;1.01;0.97;1.02;0.94;1.11;0.75;0.60;0.70;0.83;4.19
Price/Forward Earnings;21.37;13.74;52.36;-60.98;59.17;52.08;107.53;—;—;—;40.00;68.30;—
PEG Ratio;7.12;1.71;6.12;—;—;—;—;—;—;—;0.80;—;—
Earnings Yield %;4.74;3.69;2.80;-0.60;6.37;1.37;-8.34;9.04;4.06;8.99;6.90;3.40;—
Enterprise Value (Bil);3.95;3.37;4.17;3.91;4.22;4.67;4.30;5.37;5.12;4.81;6.62;4.83;—
Enterprise Value/EBIT;11.00;13.60;16.17;182.25;9.33;23.95;—;16.83;16.91;13.66;16.97;17.40;—
Enterprise Value/EBITDA;4.20;3.93;4.09;5.61;4.05;5.74;9.75;5.64;5.18;4.60;6.21;6.03;—
