Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.39;0.46;0.45;0.69;0.32;0.67;0.64;0.56;0.37;0.26;0.38;0.51;3.07
Price/Earnings;10.48;21.68;17.07;19.35;6.81;—;—;10.84;—;—;26.60;31.49;25.84
Price/Cash Flow;—;55.64;19.61;8.95;4.60;10.73;108.32;—;10.53;4.24;5.28;26.35;17.36
Price/Book;0.94;1.27;1.73;1.39;0.51;1.06;1.30;1.45;1.09;0.81;1.16;1.17;4.27
Price/Forward Earnings;8.63;12.63;12.11;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.84;0.96;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.54;4.61;5.86;5.17;14.68;-24.38;-0.97;9.22;-1.39;-27.69;-26.72;-7.44;—
Enterprise Value (Mil);73.96;135.46;181.93;154.16;91.50;103.06;143.67;208.16;237.73;176.66;191.53;181.81;—
Enterprise Value/EBIT;7.64;19.51;18.57;11.42;6.80;—;—;11.18;153.78;—;3,506.82;-13.41;—
Enterprise Value/EBITDA;5.87;13.86;12.69;8.15;4.55;—;22.20;7.82;19.31;—;464.32;13.97;—
