Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.19;0.18;0.24;0.68;0.97;1.30;0.81;0.48;0.50;0.58;2.44;0.81;3.07
Price/Earnings;6.52;6.51;16.60;20.51;14.25;11.38;11.13;3.57;6.81;—;16.06;8.02;25.84
Price/Cash Flow;1.85;1.11;1.90;5.39;5.12;6.19;7.75;2.82;2.71;—;3.63;4.46;17.36
Price/Book;1.10;1.26;1.61;3.08;5.00;4.58;2.43;1.30;1.27;1.19;2.03;2.12;4.27
Price/Forward Earnings;5.00;3.68;6.18;9.81;10.09;12.33;8.08;5.30;7.32;-9.07;—;7.81;—
PEG Ratio;0.42;0.74;1.24;1.96;2.02;2.47;—;1.06;—;—;—;1.77;—
Earnings Yield %;15.34;15.37;6.02;4.88;7.02;8.79;8.98;27.98;14.68;-36.78;-37.75;4.85;—
Enterprise Value (Bil);0.41;0.59;0.83;1.89;2.19;2.92;1.98;1.41;1.93;1.78;2.07;1.97;—
Enterprise Value/EBIT;38.86;5.00;9.35;10.83;7.13;6.11;6.03;3.44;6.37;—;12.91;5.72;—
Enterprise Value/EBITDA;5.59;2.87;9.35;10.83;7.13;6.11;6.03;3.44;6.37;—;12.91;5.48;—
