Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;4.53;2.90;9.69;9.18;—;3.07
Price/Earnings;—;—;—;—;—;—;—;22.10;16.36;—;124.09;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;22.71;13.22;—;117.22;—;17.36
Price/Book;—;—;—;—;—;—;—;4.20;2.30;4.87;5.83;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;12.77;13.35;94.34;128.21;—;—
PEG Ratio;—;—;—;—;—;—;—;0.95;1.25;4.87;—;—;—
Earnings Yield %;—;—;—;—;—;—;—;4.53;6.11;-0.58;-0.66;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;2.00;1.33;2.98;3.40;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;12.25;12.81;5,966.12;6,320.86;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;11.07;10.73;126.40;523.75;—;—
