Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.97;7.08;5.48;5.99;5.51;6.40;5.40;4.41;5.76;3.79;4.93;4.82;3.07
Price/Earnings;27.05;45.36;58.70;17.62;19.78;38.44;44.03;25.10;38.21;59.95;73.82;32.77;25.84
Price/Cash Flow;10.74;11.20;10.49;12.45;12.11;12.77;10.53;8.49;11.59;7.25;9.61;9.40;17.36
Price/Book;1.66;1.27;1.19;1.29;1.89;1.89;1.68;1.52;2.83;1.39;1.91;1.70;4.27
Price/Forward Earnings;—;26.67;35.97;29.67;—;—;—;—;—;—;—;—;—
PEG Ratio;—;5.33;7.19;5.93;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.83;2.42;1.70;5.67;5.06;2.60;2.27;3.98;2.62;1.67;1.35;3.57;—
Enterprise Value (Bil);0.74;0.89;0.57;0.62;0.87;1.09;0.99;0.90;1.15;0.73;1.26;1.20;—
Enterprise Value/EBIT;18.79;23.37;15.04;9.72;13.69;22.97;19.96;16.12;20.58;18.41;31.02;22.87;—
Enterprise Value/EBITDA;13.54;16.24;10.26;7.45;10.12;15.48;13.01;10.70;13.71;10.60;17.95;15.03;—
