Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.08;5.11;6.95;6.93;5.06;3.47;4.48;3.31;4.25;4.39;4.47;4.12;3.07
Price/Earnings;37.12;34.30;43.55;51.73;40.66;25.06;33.53;21.06;47.04;30.66;30.44;32.93;25.84
Price/Cash Flow;21.23;19.23;26.72;29.66;25.86;13.93;18.90;12.60;18.61;17.90;15.27;16.78;17.36
Price/Book;4.71;4.71;6.23;6.50;5.36;3.65;4.91;3.36;5.17;5.45;5.55;4.75;4.27
Price/Forward Earnings;27.25;27.93;33.22;32.05;25.32;18.08;25.84;19.46;23.47;23.92;24.63;23.67;—
PEG Ratio;1.65;1.30;1.77;1.94;1.45;1.01;1.60;1.57;2.29;2.97;5.17;2.04;—
Earnings Yield %;2.69;2.92;2.30;1.93;2.46;3.99;2.98;4.75;2.13;3.26;3.28;3.18;—
Enterprise Value (Bil);9.75;12.50;18.42;20.89;20.75;15.96;22.08;16.63;23.22;24.45;24.30;21.18;—
Enterprise Value/EBIT;22.18;21.08;27.34;31.76;26.80;17.01;22.88;19.70;37.70;31.69;22.92;25.68;—
Enterprise Value/EBITDA;15.03;15.33;19.95;22.02;17.46;11.14;14.50;11.29;17.94;16.64;13.81;14.54;—
