Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.47;1.70;2.97;2.95;3.47;3.33;2.44;1.61;2.19;1.84;2.80;2.29;3.07
Price/Earnings;15.65;22.26;21.83;35.07;26.40;40.39;22.21;4.84;—;10.86;16.06;19.98;25.84
Price/Cash Flow;7.38;8.52;13.99;16.15;14.35;15.08;15.29;8.33;10.58;7.33;11.21;11.36;17.36
Price/Book;1.45;2.24;3.43;3.05;3.96;3.56;2.63;1.34;1.83;1.36;1.92;2.10;4.27
Price/Forward Earnings;10.48;12.08;15.53;19.19;—;17.36;14.68;10.16;—;10.89;16.10;13.81;—
PEG Ratio;1.03;1.21;1.55;1.92;—;1.59;1.45;1.69;—;2.72;4.03;2.23;—
Earnings Yield %;6.39;4.49;4.58;2.85;3.79;2.48;4.50;20.66;-1.53;9.21;6.23;6.52;—
Enterprise Value (Bil);1.01;2.01;2.81;3.48;4.17;4.21;4.40;3.46;3.80;3.30;4.10;3.87;—
Enterprise Value/EBIT;10.80;12.66;14.12;22.26;16.57;21.70;15.94;17.19;59.54;10.95;14.30;24.52;—
Enterprise Value/EBITDA;9.73;11.71;13.24;20.47;15.22;19.21;14.38;14.79;40.62;9.97;12.94;19.47;—
