Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;6.21;10.17;7.48;10.06;11.08;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;364.29;163.91;434.38;—;25.84
Price/Cash Flow;—;—;—;—;—;—;65.30;73.94;40.82;38.98;139.71;—;17.36
Price/Book;—;—;—;—;—;—;9.87;21.47;10.24;14.16;16.35;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;1,428.57;86.96;57.80;66.23;107.53;289.51;—
PEG Ratio;—;—;—;—;—;—;—;—;—;3.31;5.38;—;—
Earnings Yield %;—;—;—;—;—;—;-5.77;-1.31;0.27;0.61;0.23;-1.49;—
Enterprise Value (Mil);—;—;—;—;—;—;118.10;322.41;263.05;407.16;542.11;332.31;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;302.70;139.25;310.85;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;125.10;—;46.47;48.99;71.19;—;—
