Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.17;1.38;1.65;1.67;1.55;1.41;1.73;1.13;1.41;1.31;1.44;1.34;3.01
Price/Earnings;20.42;20.69;25.73;28.07;20.23;18.30;22.73;13.56;18.66;31.05;16.70;19.69;25.53
Price/Cash Flow;—;11.80;19.81;27.30;11.58;15.83;15.42;16.45;12.09;6.46;8.07;12.28;17.03
Price/Book;3.02;3.34;5.94;6.15;5.49;5.45;7.18;4.59;5.91;5.00;4.48;5.32;4.19
Price/Forward Earnings;17.06;16.75;18.15;22.42;17.45;15.43;18.69;12.56;16.05;14.25;17.54;16.17;—
PEG Ratio;2.13;1.00;1.16;1.18;0.92;0.81;2.33;—;—;—;—;1.28;—
Earnings Yield %;4.90;4.83;3.89;3.56;4.94;5.46;4.40;7.38;5.36;3.22;5.99;5.42;—
Enterprise Value (Bil);2.49;3.09;4.30;5.07;4.93;4.71;6.14;4.40;6.27;5.02;5.24;5.11;—
Enterprise Value/EBIT;12.97;11.79;15.95;17.45;12.62;11.72;14.81;11.99;16.88;23.00;13.01;14.91;—
Enterprise Value/EBITDA;11.09;10.24;13.19;13.61;10.76;9.91;12.38;9.66;13.47;16.03;10.53;11.67;—
