Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.19;0.16;0.20;0.16;0.20;0.22;0.25;0.16;0.17;0.17;0.19;0.20;1.50
Price/Earnings;8.57;10.55;15.90;16.70;16.23;17.94;8.52;12.60;17.15;11.53;12.39;13.25;24.83
Price/Cash Flow;6.23;3.16;4.60;33.17;3.57;5.01;5.49;5.69;3.71;2.15;2.54;4.54;11.13
Price/Book;0.68;0.56;0.72;0.66;0.72;0.80;0.88;0.62;0.65;0.61;0.72;0.73;1.87
Price/Forward Earnings;8.83;6.94;7.23;—;—;—;—;—;—;—;—;—;—
PEG Ratio;1.80;0.28;0.29;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.67;9.48;6.29;5.99;6.16;5.58;11.73;7.94;5.83;8.68;8.07;8.02;—
Enterprise Value (Bil);1.25;0.97;1.20;1.38;1.26;1.35;1.54;1.44;1.57;1.43;1.50;1.47;—
Enterprise Value/EBIT;8.21;6.12;7.77;9.65;10.71;10.76;7.33;13.23;16.36;10.03;9.60;11.12;—
Enterprise Value/EBITDA;4.82;3.58;4.51;5.27;5.37;5.46;4.57;6.09;6.38;4.48;4.42;5.35;—
