Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.17;1.75;2.46;2.35;2.55;2.87;2.87;2.03;2.15;5.50;18.47;3.44;3.01
Price/Earnings;134.38;18.48;23.50;26.28;26.22;22.93;24.43;13.03;21.49;—;36.67;21.65;25.53
Price/Cash Flow;6.15;6.54;8.49;8.37;8.50;10.74;10.87;7.85;7.78;—;19.50;9.63;17.03
Price/Book;6.01;11.68;14.37;17.39;25.00;34.22;48.65;29.19;73.54;—;69.98;54.76;4.19
Price/Forward Earnings;10.30;10.70;14.31;17.99;15.43;17.70;—;—;15.92;-41.67;—;17.42;—
PEG Ratio;1.72;1.78;2.38;3.00;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.74;5.41;4.26;3.81;3.81;4.36;4.09;7.67;4.65;-21.68;-19.04;1.31;—
Enterprise Value (Bil);2.65;3.31;4.11;4.05;4.49;4.95;5.06;4.15;5.05;4.68;5.25;4.80;—
Enterprise Value/EBIT;15.70;13.63;16.76;18.89;19.73;16.90;16.58;15.77;17.59;—;22.19;17.43;—
Enterprise Value/EBITDA;9.04;8.94;11.15;11.98;12.74;11.61;11.37;9.82;11.26;—;45.60;13.16;—
