Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;14.61;18.23;16.22;8.25;5.13;2.95;4.83;10.44;3.01
Price/Earnings;—;—;—;—;36.74;—;26.21;11.68;27.71;—;11.47;22.95;25.53
Price/Cash Flow;—;—;—;—;16.48;20.13;19.65;10.26;6.17;3.63;8.35;12.46;17.03
Price/Book;—;—;—;2.66;2.20;2.56;2.92;5.65;5.03;2.53;4.90;4.03;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;14.60;28.74;20.45;26.88;—;—
PEG Ratio;—;—;—;—;—;—;—;—;11.70;0.69;1.20;—;—
Earnings Yield %;—;—;—;—;2.72;-1.63;3.81;8.56;3.61;-20.74;-4.09;-1.56;—
Enterprise Value (Bil);—;—;—;1.43;1.14;1.45;2.69;3.51;4.30;2.43;3.52;2.93;—
Enterprise Value/EBIT;—;—;—;—;36.46;—;30.31;17.27;23.10;28.46;32.41;26.20;—
Enterprise Value/EBITDA;—;—;—;—;17.29;144.59;21.40;13.69;16.86;13.19;40.45;37.19;—
