Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.61;0.73;0.95;0.87;0.78;0.90;1.06;0.73;0.94;0.83;1.22;0.86;3.01
Price/Earnings;13.09;22.83;—;19.62;15.35;15.13;19.83;13.27;11.63;—;150.19;20.86;25.53
Price/Cash Flow;10.77;12.74;14.90;12.22;10.81;9.11;12.81;10.28;9.23;6.77;9.73;9.63;17.03
Price/Book;4.29;4.39;5.01;4.26;3.56;3.60;3.79;2.60;2.91;2.50;3.33;3.06;4.19
Price/Forward Earnings;11.79;10.44;12.09;10.14;15.11;16.61;17.48;11.20;12.36;19.38;16.39;13.97;—
PEG Ratio;0.66;0.55;0.64;0.53;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.64;4.38;-1.05;5.10;6.52;6.61;5.04;7.54;8.60;-0.56;-0.27;5.76;—
Enterprise Value (Bil);1.13;1.31;1.91;2.01;1.92;2.19;2.47;1.94;2.75;2.14;2.95;2.22;—
Enterprise Value/EBIT;7.85;12.27;—;13.46;10.40;10.52;13.02;10.72;11.62;174.09;121.53;27.30;—
Enterprise Value/EBITDA;6.20;9.10;—;13.46;10.40;10.52;13.02;10.72;11.62;174.09;27.12;16.78;—
