Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.10;2.04;2.32;2.21;1.30;1.06;1.35;1.37;1.47;1.64;2.02;1.34;3.01
Price/Earnings;20.31;19.67;22.49;22.28;17.39;38.93;104.74;36.05;20.60;—;37.98;36.07;25.53
Price/Cash Flow;17.94;14.15;17.60;17.43;9.92;8.73;7.36;11.39;12.06;14.35;23.38;10.88;17.03
Price/Book;3.77;3.61;3.96;4.01;2.46;2.06;2.40;2.35;2.97;2.98;3.42;2.47;4.19
Price/Forward Earnings;16.98;16.10;19.80;21.32;17.54;15.27;18.12;13.85;13.72;16.34;19.69;19.53;—
PEG Ratio;1.23;1.48;1.59;1.96;1.07;1.54;4.06;3.73;1.71;4.09;0.49;4.24;—
Earnings Yield %;4.92;5.08;4.45;4.49;5.75;2.57;0.95;2.77;4.85;-1.04;-1.36;2.50;—
Enterprise Value (Bil);12.21;12.56;15.26;15.75;9.26;7.43;7.66;7.19;9.87;8.75;9.75;7.83;—
Enterprise Value/EBIT;12.29;11.70;14.68;14.68;11.59;24.53;52.10;12.44;15.50;—;196.52;40.48;—
Enterprise Value/EBITDA;10.12;9.62;11.87;11.70;8.39;12.06;17.13;8.30;10.84;251.30;44.06;27.74;—
