Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.29;1.75;1.06;0.93;1.06;0.65;2.37;1.80;1.88;1.23;1.98;1.78;3.07
Price/Earnings;14.03;12.59;7.97;9.78;44.71;18.47;26.36;11.05;19.90;18.63;40.84;20.59;25.84
Price/Cash Flow;9.66;9.13;5.15;5.78;20.60;7.82;14.23;9.22;13.80;10.80;22.39;12.94;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;11.92;11.12;7.91;17.18;32.15;10.22;21.69;10.50;18.21;10.80;20.12;16.89;—
PEG Ratio;0.99;0.89;0.82;3.68;118.94;0.37;0.77;0.53;1.84;0.79;0.85;0.99;—
Earnings Yield %;7.13;8.08;12.54;10.23;2.24;5.41;3.79;9.05;5.02;5.37;2.45;6.01;—
Enterprise Value (Bil);5.05;5.26;4.07;3.45;3.48;2.64;4.60;4.11;4.14;3.13;4.03;4.03;—
Enterprise Value/EBIT;9.61;10.36;8.44;10.02;19.59;15.59;17.36;11.89;13.80;13.32;20.76;15.58;—
Enterprise Value/EBITDA;9.61;9.66;7.75;8.80;15.04;11.95;14.52;10.51;12.00;11.02;16.39;13.02;—
