Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.20;0.14;0.17;0.15;0.22;0.36;0.39;0.18;0.29;0.41;0.57;0.31;1.50
Price/Earnings;—;37.23;—;—;—;—;19.85;15.17;—;—;43.49;31.31;24.83
Price/Cash Flow;10.97;4.95;4.89;5.04;4.42;5.07;14.64;7.06;7.67;3.46;7.44;7.81;11.13
Price/Book;0.60;0.55;1.02;0.68;1.04;1.71;1.57;0.77;1.56;2.44;2.75;1.48;1.87
Price/Forward Earnings;9.98;12.17;12.44;15.67;11.24;12.05;11.05;8.57;12.56;16.37;20.00;15.41;—
PEG Ratio;0.35;0.45;0.46;0.58;—;—;—;—;—;—;—;—;—
Earnings Yield %;-4.56;2.69;-10.87;-20.19;-17.67;-5.10;5.04;6.59;-7.53;-2.37;2.30;-0.56;—
Enterprise Value (Bil);1.36;1.58;2.26;1.67;1.97;2.47;2.64;1.59;2.60;2.86;3.52;2.27;—
Enterprise Value/EBIT;18.16;10.87;—;—;—;494.54;10.48;7.83;—;77.36;14.86;101.99;—
Enterprise Value/EBITDA;5.60;5.05;8.66;9.91;10.08;8.83;6.64;4.33;19.40;14.17;8.55;9.42;—
