Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.16;1.12;2.07;1.43;1.25;1.22;1.39;1.51;2.69;2.60;4.20;1.96;3.07
Price/Earnings;30.33;22.65;36.59;27.40;26.75;24.99;41.46;32.26;45.17;46.26;76.76;39.91;25.84
Price/Cash Flow;49.52;9.34;16.84;28.17;9.75;10.48;12.22;11.11;23.42;15.49;21.65;14.79;17.36
Price/Book;1.48;1.55;2.93;2.04;1.75;1.59;1.73;1.99;3.95;3.96;6.81;2.81;4.27
Price/Forward Earnings;10.40;12.64;19.42;12.76;11.72;14.10;—;13.25;19.34;18.08;28.99;12.78;—
PEG Ratio;0.39;0.63;0.97;0.64;—;—;—;0.95;1.38;1.51;2.07;—;—
Earnings Yield %;3.30;4.41;2.73;3.65;3.74;4.00;2.41;3.10;2.21;2.16;1.30;2.66;—
Enterprise Value (Bil);0.30;0.36;0.74;0.68;0.64;0.65;0.73;0.78;1.58;1.71;2.87;1.14;—
Enterprise Value/EBIT;16.38;12.65;23.42;17.08;18.02;17.72;23.01;21.28;30.29;26.75;37.66;24.89;—
Enterprise Value/EBITDA;11.85;9.34;17.44;12.11;11.78;11.88;14.27;13.74;21.68;19.26;26.62;16.79;—
