Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.22;0.34;0.54;0.49;0.26;0.48;0.79;0.50;0.65;0.93;0.95;0.67;3.01
Price/Earnings;13.16;10.39;117.14;13.64;51.68;22.19;19.70;5.36;16.90;35.41;14.46;18.45;25.53
Price/Cash Flow;7.60;4.94;9.82;8.42;3.49;4.41;8.23;3.33;6.07;16.98;19.17;7.35;17.03
Price/Book;1.31;2.14;3.25;2.48;1.68;2.84;3.79;1.52;2.18;1.72;1.67;2.37;4.19
Price/Forward Earnings;5.17;6.08;10.25;8.51;5.07;9.80;13.74;5.97;12.61;13.61;10.67;14.15;—
PEG Ratio;0.60;0.39;0.66;0.55;0.45;3.12;—;—;—;—;—;0.96;—
Earnings Yield %;7.60;9.62;0.85;7.33;1.93;4.51;5.08;18.66;5.92;2.82;6.92;7.49;—
Enterprise Value (Bil);6.01;7.11;9.39;9.00;7.14;8.66;10.42;6.53;7.72;6.94;7.31;7.95;—
Enterprise Value/EBIT;8.19;9.19;26.09;13.21;17.89;19.25;13.63;5.57;11.61;51.38;11.80;18.34;—
Enterprise Value/EBITDA;5.13;5.90;11.83;7.90;8.85;9.91;8.73;4.34;7.56;16.92;8.04;8.76;—
