Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.22;1.42;1.89;1.19;0.69;0.69;0.97;0.54;0.79;0.84;0.93;0.79;3.07
Price/Earnings;9.37;10.07;17.64;12.10;10.57;11.99;11.93;7.91;6.38;5.67;4.75;9.52;25.84
Price/Cash Flow;6.86;8.03;17.79;9.22;10.29;5.44;8.74;4.47;4.21;4.14;4.85;5.72;17.36
Price/Book;1.47;1.75;2.35;1.89;1.17;1.26;1.90;0.93;1.19;1.09;1.15;1.33;4.27
Price/Forward Earnings;7.32;8.38;11.21;10.09;4.82;—;10.58;4.41;5.55;4.57;6.06;6.50;—
PEG Ratio;0.42;0.44;0.59;0.53;—;—;—;0.34;0.46;0.19;—;—;—
Earnings Yield %;10.68;9.93;5.67;8.27;9.46;8.34;8.38;12.64;15.67;17.64;21.04;12.18;—
Enterprise Value (Bil);0.85;1.40;2.98;3.82;3.68;3.42;4.04;4.08;4.34;4.30;4.44;4.10;—
Enterprise Value/EBIT;7.36;9.11;18.39;13.13;12.78;16.80;11.70;12.54;10.72;8.62;7.47;12.32;—
Enterprise Value/EBITDA;7.09;8.77;17.30;12.09;11.48;14.28;10.64;11.00;9.76;7.94;6.96;10.96;—
