Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.36;2.39;2.82;3.18;3.09;3.65;3.82;3.63;4.63;5.03;4.74;4.03;3.07
Price/Earnings;16.93;17.41;20.66;25.09;25.70;23.82;24.50;24.00;79.55;26.60;24.98;34.12;25.84
Price/Cash Flow;15.37;13.81;16.85;16.97;15.75;15.96;18.62;16.38;20.09;20.29;18.62;17.79;17.36
Price/Book;2.87;2.83;3.30;3.79;3.51;3.76;4.18;4.48;6.75;7.24;7.28;5.24;4.27
Price/Forward Earnings;14.60;15.15;18.42;20.70;21.28;21.93;21.98;20.92;25.77;26.04;22.99;22.19;—
PEG Ratio;1.62;1.61;2.08;2.63;3.19;2.95;3.08;3.00;3.37;4.54;3.61;3.23;—
Earnings Yield %;5.91;5.74;4.84;3.99;3.89;4.20;4.08;4.17;1.26;3.76;4.00;3.59;—
Enterprise Value (Bil);215.03;213.39;248.94;269.48;233.72;243.08;252.29;250.35;329.56;361.78;353.41;281.38;—
Enterprise Value/EBIT;13.58;13.47;15.87;18.66;18.57;17.33;18.39;18.10;47.35;20.94;19.58;23.57;—
Enterprise Value/EBITDA;11.48;11.21;13.29;15.31;14.92;14.22;15.29;15.02;33.41;17.87;16.92;18.59;—
