Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.33;5.57;5.77;4.81;3.36;2.86;2.31;2.16;1.47;0.89;1.22;1.84;3.01
Price/Earnings;37.49;37.67;37.87;30.07;26.74;19.65;27.08;143.53;—;—;8.55;27.59;25.53
Price/Cash Flow;11.06;16.77;16.91;15.43;9.60;8.80;8.97;10.90;7.19;5.13;5.87;11.98;17.03
Price/Book;3.73;5.60;6.37;5.04;3.04;2.85;1.80;7.94;11.06;17.19;3.80;7.03;4.19
Price/Forward Earnings;16.98;24.27;27.47;20.53;21.69;22.08;—;16.26;—;—;—;19.48;—
PEG Ratio;0.72;0.91;1.11;1.01;1.56;1.20;—;—;—;—;—;5.31;—
Earnings Yield %;2.67;2.65;2.64;3.33;3.74;5.09;3.69;0.70;-0.64;-5.77;11.70;3.13;—
Enterprise Value (Bil);1.06;1.45;1.63;1.24;0.89;0.84;0.55;0.70;0.59;0.57;0.65;0.64;—
Enterprise Value/EBIT;22.50;20.35;20.56;18.88;16.12;11.50;14.81;11.33;22.63;35.02;9.94;19.07;—
Enterprise Value/EBITDA;19.30;18.48;19.25;17.98;15.20;11.00;13.66;10.53;19.20;27.98;9.34;16.11;—
