Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.70;0.65;0.73;0.75;0.67;0.63;0.27;0.04;0.18;0.21;0.25;0.28;3.01
Price/Earnings;—;23.91;—;53.29;27.01;—;—;—;—;—;—;37.28;25.53
Price/Cash Flow;11.66;14.44;19.98;30.92;11.10;—;—;—;2.93;—;31.90;26.81;17.03
Price/Book;2.26;2.39;3.22;3.60;4.87;2.57;2.16;—;—;—;1.48;2.75;4.19
Price/Forward Earnings;13.48;11.38;22.94;17.33;14.29;14.29;9.62;-19.16;14.27;5.61;6.11;12.95;—
PEG Ratio;1.35;1.26;1.53;1.15;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.73;4.18;-6.88;1.88;3.70;-4.10;-16.76;-280.32;-42.42;-41.28;-18.65;-50.27;—
Enterprise Value (Bil);2.11;1.96;2.30;2.50;2.36;3.16;2.70;2.27;2.87;2.99;3.02;2.82;—
Enterprise Value/EBIT;—;13.24;—;24.56;19.35;—;—;—;—;—;33.00;-8.61;—
Enterprise Value/EBITDA;32.69;8.64;57.66;14.24;12.43;51.31;27.16;—;14.50;14.64;11.45;30.04;—
